"","Date","Adj.Close","Volume","company"
"100","2014-05-16",77.703812,69064100,"AAPL"
"101","2014-05-19",78.624557,79438800,"AAPL"
"102","2014-05-20",78.640152,58709000,"AAPL"
"103","2014-05-21",78.848228,49214900,"AAPL"
"104","2014-05-22",78.973053,50190000,"AAPL"
"105","2014-05-23",79.865181,58052400,"AAPL"
"106","2014-05-27",81.36071,87216500,"AAPL"
"107","2014-05-28",81.150032,78870400,"AAPL"
"108","2014-05-29",82.628647,94118500,"AAPL"
"109","2014-05-30",82.319153,141005200,"AAPL"
"110","2014-06-02",81.753456,92337700,"AAPL"
"111","2014-06-03",82.909561,73177300,"AAPL"
"112","2014-06-04",83.856285,83870500,"AAPL"
"113","2014-06-05",84.185326,75951400,"AAPL"
"114","2014-06-06",83.953819,87484600,"AAPL"
"115","2014-06-09",85.297188,75415000,"AAPL"
"116","2014-06-10",85.797882,62777000,"AAPL"
"117","2014-06-11",85.442848,45681000,"AAPL"
"118","2014-06-12",84.013641,54749000,"AAPL"
"119","2014-06-13",83.094223,54525000,"AAPL"
"120","2014-06-16",83.931717,35561000,"AAPL"
"121","2014-06-17",83.822487,29726000,"AAPL"
"122","2014-06-18",83.913513,33514000,"AAPL"
"123","2014-06-19",83.622215,35528000,"AAPL"
"124","2014-06-20",82.757423,100898000,"AAPL"
"125","2014-06-23",82.684586,43694000,"AAPL"
"126","2014-06-24",82.183914,39036000,"AAPL"
"127","2014-06-25",82.256729,36869000,"AAPL"
"128","2014-06-26",82.748299,32629000,"AAPL"
"129","2014-06-27",83.731461,64029000,"AAPL"
"130","2014-06-30",84.59626,49482300,"AAPL"
"131","2014-07-01",85.133339,38223000,"AAPL"
"132","2014-07-02",85.096939,28465000,"AAPL"
"133","2014-07-03",85.597595,22891800,"AAPL"
"134","2014-07-07",87.36364,56468000,"AAPL"
"135","2014-07-08",86.799232,65222000,"AAPL"
"136","2014-07-09",86.83564,36436000,"AAPL"
"137","2014-07-10",86.517044,39686000,"AAPL"
"138","2014-07-11",86.680893,34018000,"AAPL"
"139","2014-07-14",87.800583,42810000,"AAPL"
"140","2014-07-15",86.771927,45477900,"AAPL"
"141","2014-07-16",86.280357,53396300,"AAPL"
"142","2014-07-17",84.741905,57298000,"AAPL"
"143","2014-07-18",85.961739,49988000,"AAPL"
"144","2014-07-21",85.515701,39079000,"AAPL"
"145","2014-07-22",86.225731,55197000,"AAPL"
"146","2014-07-23",88.474243,92918000,"AAPL"
"147","2014-07-24",88.328583,45729000,"AAPL"
"148","2014-07-25",88.911179,43469000,"AAPL"
"149","2014-07-28",90.140106,55318000,"AAPL"
"150","2014-07-29",89.557503,43143000,"AAPL"
"151","2014-07-30",89.348145,33010000,"AAPL"
"152","2014-07-31",87.026825,56843000,"AAPL"
"153","2014-08-01",87.509277,48511000,"AAPL"
"154","2014-08-04",87.017715,39958000,"AAPL"
"155","2014-08-05",86.589867,55933000,"AAPL"
"156","2014-08-06",86.444214,38558000,"AAPL"
"157","2014-08-07",86.435051,46711000,"AAPL"
"158","2014-08-08",86.672913,41865000,"AAPL"
"159","2014-08-11",87.81649,36585000,"AAPL"
"160","2014-08-12",87.798195,33795000,"AAPL"
"161","2014-08-13",88.960045,31916000,"AAPL"
"162","2014-08-14",89.197899,28116000,"AAPL"
"163","2014-08-15",89.637047,48951000,"AAPL"
"164","2014-08-18",90.716583,47572000,"AAPL"
"165","2014-08-19",91.96991,69399000,"AAPL"
"166","2014-08-20",92.006516,52699000,"AAPL"
"167","2014-08-21",92.015656,33478000,"AAPL"
"168","2014-08-22",92.692642,44184000,"AAPL"
"169","2014-08-25",92.893921,40270000,"AAPL"
"170","2014-08-26",92.299255,33152000,"AAPL"
"171","2014-08-27",93.43367,52369000,"AAPL"
"172","2014-08-28",93.543465,68460000,"AAPL"
"173","2014-08-29",93.772141,44595000,"AAPL"
"174","2014-09-02",94.504051,53564000,"AAPL"
"175","2014-09-03",90.515305,125421000,"AAPL"
"176","2014-09-04",89.765106,85718000,"AAPL"
"177","2014-09-05",90.542747,58457000,"AAPL"
"178","2014-09-08",89.984695,46356700,"AAPL"
"179","2014-09-09",89.646179,189846300,"AAPL"
"180","2014-09-10",92.399879,100869600,"AAPL"
"181","2014-09-11",92.793266,62353100,"AAPL"
"182","2014-09-12",93.0037,62626100,"AAPL"
"183","2014-09-15",92.976242,61316500,"AAPL"
"184","2014-09-16",92.271805,66908100,"AAPL"
"185","2014-09-17",92.930489,60926500,"AAPL"
"186","2014-09-18",93.12262,37299400,"AAPL"
"187","2014-09-19",92.363297,70902400,"AAPL"
"188","2014-09-22",92.454758,52788400,"AAPL"
"189","2014-09-23",93.900253,63402200,"AAPL"
"190","2014-09-24",93.086029,60171800,"AAPL"
"191","2014-09-25",89.536415,100092000,"AAPL"
"192","2014-09-26",92.171188,62370500,"AAPL"
"193","2014-09-29",91.585663,49766300,"AAPL"
"194","2014-09-30",92.171188,55264100,"AAPL"
"195","2014-10-01",90.734871,51491300,"AAPL"
"196","2014-10-02",91.393555,47757800,"AAPL"
"197","2014-10-03",91.13739,43469600,"AAPL"
"198","2014-10-06",91.13739,37051200,"AAPL"
"199","2014-10-07",90.341476,42094200,"AAPL"
"200","2014-10-08",92.216919,57404700,"AAPL"
"201","2014-10-09",92.418167,77376500,"AAPL"
"202","2014-10-10",92.15287,66331600,"AAPL"
"203","2014-10-13",91.311218,53583400,"AAPL"
"204","2014-10-14",90.341476,63688600,"AAPL"
"205","2014-10-15",89.234497,100933600,"AAPL"
"206","2014-10-16",88.063492,72154500,"AAPL"
"207","2014-10-17",89.353439,68179700,"AAPL"
"208","2014-10-20",91.265472,77517300,"AAPL"
"209","2014-10-21",93.744705,94623900,"AAPL"
"210","2014-10-22",94.220428,68263100,"AAPL"
"211","2014-10-23",95.903763,71074700,"AAPL"
"212","2014-10-24",96.260551,47053900,"AAPL"
"213","2014-10-27",96.159904,34187700,"AAPL"
"214","2014-10-28",97.651108,48060900,"AAPL"
"215","2014-10-29",98.200035,52687900,"AAPL"
"216","2014-10-30",97.870689,40654800,"AAPL"
"217","2014-10-31",98.803833,44639300,"AAPL"
"218","2014-11-03",100.084625,52282600,"AAPL"
"219","2014-11-04",99.35276,41574400,"AAPL"
"220","2014-11-05",99.59063,37435900,"AAPL"
"221","2014-11-06",99.875427,34968500,"AAPL"
"222","2014-11-07",100.160294,33691500,"AAPL"
"223","2014-11-10",99.994888,27195500,"AAPL"
"224","2014-11-11",100.79425,27442300,"AAPL"
"225","2014-11-12",102.21843,46942400,"AAPL"
"226","2014-11-13",103.660957,59522900,"AAPL"
"227","2014-11-14",104.910561,44063600,"AAPL"
"228","2014-11-17",104.735992,46746700,"AAPL"
"229","2014-11-18",106.09584,44224000,"AAPL"
"230","2014-11-19",105.360786,41869200,"AAPL"
"231","2014-11-20",106.86763,43395500,"AAPL"
"232","2014-11-21",107.014664,57179300,"AAPL"
"233","2014-11-24",108.999298,47450800,"AAPL"
"234","2014-11-25",108.05291,68840400,"AAPL"
"235","2014-11-26",109.339249,40768300,"AAPL"
"236","2014-11-28",109.274948,24814400,"AAPL"
"237","2014-12-01",105.728317,83814000,"AAPL"
"238","2014-12-02",105.32402,59348900,"AAPL"
"239","2014-12-03",106.518494,43063400,"AAPL"
"240","2014-12-04",106.114204,42044500,"AAPL"
"241","2014-12-05",105.663986,38318900,"AAPL"
"242","2014-12-08",103.275063,57664900,"AAPL"
"243","2014-12-09",104.855431,60208000,"AAPL"
"244","2014-12-10",102.86161,44565300,"AAPL"
"245","2014-12-11",102.558395,41401700,"AAPL"
"246","2014-12-12",100.821831,56028100,"AAPL"
"247","2014-12-15",99.443619,67218100,"AAPL"
"248","2014-12-16",98.08374,60790700,"AAPL"
"249","2014-12-17",100.527809,53411800,"AAPL"
"250","2014-12-18",103.504761,59006200,"AAPL"
"251","2014-12-19",102.705391,88429800,"AAPL"
"252","2014-12-22",103.771225,45167500,"AAPL"
"253","2014-12-23",103.403709,26028400,"AAPL"
"254","2014-12-24",102.916725,14479600,"AAPL"
"255","2014-12-26",104.735992,33721000,"AAPL"
"256","2014-12-29",104.662506,27598900,"AAPL"
"257","2014-12-30",103.385315,29881500,"AAPL"
"258","2014-12-31",101.41906,41403400,"AAPL"
"259","2015-01-02",100.4543,53204600,"AAPL"
"260","2015-01-05",97.624336,64285500,"AAPL"
"261","2015-01-06",97.633545,65797100,"AAPL"
"262","2015-01-07",99.002556,40105900,"AAPL"
"263","2015-01-08",102.80648,59364500,"AAPL"
"264","2015-01-09",102.916725,53699500,"AAPL"
"265","2015-01-12",100.380791,49650800,"AAPL"
"266","2015-01-13",101.272049,67091900,"AAPL"
"267","2015-01-14",100.886154,48956600,"AAPL"
"268","2015-01-15",98.148056,60014000,"AAPL"
"269","2015-01-16",97.385445,78513300,"AAPL"
"270","2015-01-20",99.893822,49899900,"AAPL"
"271","2015-01-21",100.656441,48575900,"AAPL"
"272","2015-01-22",103.275063,53796400,"AAPL"
"273","2015-01-23",103.807991,46464800,"AAPL"
"274","2015-01-26",103.918228,55615000,"AAPL"
"275","2015-01-27",100.279716,95568700,"AAPL"
"276","2015-01-28",105.948822,146477100,"AAPL"
"277","2015-01-29",109.247391,84436400,"AAPL"
"278","2015-01-30",107.648643,83745500,"AAPL"
"279","2015-02-02",108.999298,62739100,"AAPL"
"280","2015-02-03",109.017654,51915700,"AAPL"
"281","2015-02-04",109.853806,70149700,"AAPL"
"282","2015-02-05",110.637886,42246200,"AAPL"
"283","2015-02-06",109.7062,43706600,"AAPL"
"284","2015-02-09",110.434944,38889800,"AAPL"
"285","2015-02-10",112.556557,62008500,"AAPL"
"286","2015-02-11",115.194748,73561800,"AAPL"
"287","2015-02-12",116.652199,74474500,"AAPL"
"288","2015-02-13",117.224121,54272200,"AAPL"
"289","2015-02-17",117.915962,63152400,"AAPL"
"290","2015-02-18",118.736946,44891700,"AAPL"
"291","2015-02-19",118.487869,37362400,"AAPL"
"292","2015-02-20",119.456444,48948400,"AAPL"
"293","2015-02-23",122.684975,70974100,"AAPL"
"294","2015-02-24",121.919357,69228100,"AAPL"
"295","2015-02-25",118.801491,74711700,"AAPL"
"296","2015-02-26",120.305084,91287500,"AAPL"
"297","2015-02-27",118.497116,62014800,"AAPL"
"298","2015-03-02",119.078239,48096700,"AAPL"
"299","2015-03-03",119.327293,37816300,"AAPL"
"300","2015-03-04",118.570885,31666300,"AAPL"
"301","2015-03-05",116.606094,56517100,"AAPL"
"302","2015-03-06",116.781349,72842100,"AAPL"
"303","2015-03-09",117.279457,88528500,"AAPL"
"304","2015-03-10",114.853432,68856600,"AAPL"
"305","2015-03-11",112.759514,68939000,"AAPL"
"306","2015-03-12",114.798103,48362700,"AAPL"
"307","2015-03-13",114.004791,51827300,"AAPL"
"308","2015-03-16",115.259315,35874300,"AAPL"
"309","2015-03-17",117.187233,51023100,"AAPL"
"310","2015-03-18",118.50631,65270900,"AAPL"
"311","2015-03-19",117.611565,45809500,"AAPL"
"312","2015-03-20",116.135651,68695100,"AAPL"
"313","2015-03-23",117.344032,37709700,"AAPL"
"314","2015-03-24",116.864365,32842300,"AAPL"
"315","2015-03-25",113.811096,51655200,"AAPL"
"316","2015-03-26",114.604393,47572900,"AAPL"
"317","2015-03-27",113.69117,39546200,"AAPL"
"318","2015-03-30",116.569206,47099700,"AAPL"
"319","2015-03-31",114.779648,42090600,"AAPL"
"320","2015-04-01",114.613602,40621400,"AAPL"
"321","2015-04-02",115.600616,32220100,"AAPL"
"322","2015-04-06",117.47319,37194000,"AAPL"
"323","2015-04-07",116.237122,35012300,"AAPL"
"324","2015-04-08",115.85891,37329200,"AAPL"
"325","2015-04-09",116.744446,32484000,"AAPL"
"326","2015-04-10",117.242592,40188000,"AAPL"
"327","2015-04-13",117.011948,36365100,"AAPL"
"328","2015-04-14",116.504623,25524600,"AAPL"
"329","2015-04-15",116.94738,28970400,"AAPL"
"330","2015-04-16",116.384705,28369000,"AAPL"
"331","2015-04-17",115.074821,51957000,"AAPL"
"332","2015-04-20",117.703796,47054300,"AAPL"
"333","2015-04-21",117.067322,32435100,"AAPL"
"334","2015-04-22",118.644707,37654500,"AAPL"
"335","2015-04-23",119.613266,45770900,"AAPL"
"336","2015-04-24",120.175949,44525900,"AAPL"
"337","2015-04-27",122.362091,96954200,"AAPL"
"338","2015-04-28",120.434235,118924000,"AAPL"
"339","2015-04-29",118.663147,63386100,"AAPL"
"340","2015-04-30",115.44381,83195400,"AAPL"
"341","2015-05-01",118.949089,58512600,"AAPL"
"342","2015-05-04",118.718491,50988300,"AAPL"
"343","2015-05-05",116.043396,49271400,"AAPL"
"344","2015-05-06",115.314674,72141000,"AAPL"
"345","2015-05-07",116.027908,43940900,"AAPL"
"346","2015-05-08",118.213974,55550400,"AAPL"
"347","2015-05-11",117.009789,42035800,"AAPL"
"348","2015-05-12",116.592957,48160000,"AAPL"
"349","2015-05-13",116.722656,34694200,"AAPL"
"350","2015-05-14",119.445946,45203500,"AAPL"
"351","2015-05-15",119.279213,38208000,"AAPL"
"352","2015-05-18",120.594551,50882900,"AAPL"
"353","2015-05-19",120.483398,44633200,"AAPL"
"354","2015-05-20",120.474144,36454900,"AAPL"
"355","2015-05-21",121.706139,39730400,"AAPL"
"356","2015-05-22",122.77137,45596000,"AAPL"
"357","2015-05-26",120.066551,70697600,"AAPL"
"358","2015-05-27",122.308205,45833200,"AAPL"
"359","2015-05-28",122.067375,30733300,"AAPL"
"360","2015-05-29",120.677933,50884500,"AAPL"
"361","2015-06-01",120.918762,32112800,"AAPL"
"362","2015-06-02",120.381523,33667600,"AAPL"
"363","2015-06-03",120.529716,30983500,"AAPL"
"364","2015-06-04",119.825737,38450100,"AAPL"
"365","2015-06-05",119.168053,35626800,"AAPL"
"366","2015-06-08",118.380714,52674800,"AAPL"
"367","2015-06-09",118.028717,56075400,"AAPL"
"368","2015-06-10",119.381111,39087300,"AAPL"
"369","2015-06-11",119.112488,35390900,"AAPL"
"370","2015-06-12",117.79715,36886200,"AAPL"
"371","2015-06-15",117.565575,43988900,"AAPL"
"372","2015-06-16",118.195457,31494100,"AAPL"
"373","2015-06-17",117.917557,32918100,"AAPL"
"374","2015-06-18",118.454803,35407200,"AAPL"
"375","2015-06-19",117.269157,54716900,"AAPL"
"376","2015-06-22",118.204712,34039300,"AAPL"
"377","2015-06-23",117.667465,30268900,"AAPL"
"378","2015-06-24",118.66787,55280900,"AAPL"
"379","2015-06-25",118.102837,31938100,"AAPL"
"380","2015-06-26",117.408104,44066800,"AAPL"
"381","2015-06-29",115.351707,49161400,"AAPL"
"382","2015-06-30",116.185387,44370700,"AAPL"
"383","2015-07-01",117.269157,30238800,"AAPL"
"384","2015-07-02",117.120941,27211000,"AAPL"
"385","2015-07-06",116.713364,28060400,"AAPL"
"386","2015-07-07",116.426216,46946800,"AAPL"
"387","2015-07-08",113.536186,60761600,"AAPL"
"388","2015-07-09",111.220444,78595000,"AAPL"
"389","2015-07-10",114.193848,61354500,"AAPL"
"390","2015-07-13",116.398453,41440500,"AAPL"
"391","2015-07-14",116.352112,31768100,"AAPL"
"392","2015-07-15",117.472946,33649200,"AAPL"
"393","2015-07-16",119.038376,36222400,"AAPL"
"394","2015-07-17",120.066551,46164700,"AAPL"
"395","2015-07-20",122.335999,58900200,"AAPL"
"396","2015-07-21",121.113289,76756400,"AAPL"
"397","2015-07-22",115.990868,115450600,"AAPL"
"398","2015-07-23",115.935295,50999500,"AAPL"
"399","2015-07-24",115.323929,42162300,"AAPL"
"400","2015-07-27",113.721443,44455500,"AAPL"
"401","2015-07-28",114.286491,33618100,"AAPL"
"402","2015-07-29",113.925224,37011700,"AAPL"
"403","2015-07-30",113.350945,33628300,"AAPL"
"404","2015-07-31",112.359787,42885000,"AAPL"
"405","2015-08-03",109.710579,69976000,"AAPL"
"406","2015-08-04",106.190651,124138600,"AAPL"
"407","2015-08-05",106.89463,99312600,"AAPL"
"408","2015-08-06",107.127243,52903000,"AAPL"
"409","2015-08-07",107.490135,38670400,"AAPL"
"410","2015-08-10",111.398201,54951600,"AAPL"
"411","2015-08-11",105.601257,97082800,"AAPL"
"412","2015-08-12",107.229599,101217500,"AAPL"
"413","2015-08-13",107.145874,48535800,"AAPL"
"414","2015-08-14",107.899559,42929500,"AAPL"
"415","2015-08-17",109.016144,40884700,"AAPL"
"416","2015-08-18",108.402016,34560700,"AAPL"
"417","2015-08-19",107.015587,48286500,"AAPL"
"418","2015-08-20",104.819656,68501600,"AAPL"
"419","2015-08-21",98.408554,128275500,"AAPL"
"420","2015-08-24",95.952095,162206300,"AAPL"
"421","2015-08-25",96.528969,103601600,"AAPL"
"422","2015-08-26",102.065392,96774600,"AAPL"
"423","2015-08-27",105.070885,84616100,"AAPL"
"424","2015-08-28",105.415154,53164400,"AAPL"
"425","2015-08-31",104.922005,56229300,"AAPL"
"426","2015-09-01",100.232323,76845900,"AAPL"
"427","2015-09-02",104.531181,61888800,"AAPL"
"428","2015-09-03",102.69812,53233900,"AAPL"
"429","2015-09-04",101.674576,49996300,"AAPL"
"430","2015-09-08",104.503265,54843600,"AAPL"
"431","2015-09-09",102.493416,85010800,"AAPL"
"432","2015-09-10",104.745216,62892800,"AAPL"
"433","2015-09-11",106.271194,49915500,"AAPL"
"434","2015-09-14",107.294724,58363400,"AAPL"
"435","2015-09-15",108.197311,43341200,"AAPL"
"436","2015-09-16",108.318291,37173500,"AAPL"
"437","2015-09-17",106.00135,64112600,"AAPL"
"438","2015-09-18",105.564041,74285300,"AAPL"
"439","2015-09-21",107.201698,50222000,"AAPL"
"440","2015-09-22",105.517509,50346200,"AAPL"
"441","2015-09-23",106.373558,35756700,"AAPL"
"442","2015-09-24",107.006294,50219500,"AAPL"
"443","2015-09-25",106.736458,56151900,"AAPL"
"444","2015-09-28",104.624237,52109000,"AAPL"
"445","2015-09-29",101.479179,73365400,"AAPL"
"446","2015-09-30",102.632996,66473000,"AAPL"
"447","2015-10-01",101.963036,63929100,"AAPL"
"448","2015-10-02",102.707428,58019800,"AAPL"
"449","2015-10-05",103.079636,52064700,"AAPL"
"450","2015-10-06",103.572777,48196800,"AAPL"
"451","2015-10-07",103.079636,46765600,"AAPL"
"452","2015-10-08",101.888588,61979600,"AAPL"
"453","2015-10-09",104.326485,52766100,"AAPL"
"454","2015-10-12",103.842636,30467200,"AAPL"
"455","2015-10-13",104.019409,33049300,"AAPL"
"456","2015-10-14",102.549255,44462400,"AAPL"
"457","2015-10-15",104.084564,37673500,"AAPL"
"458","2015-10-16",103.321564,39232600,"AAPL"
"459","2015-10-19",103.963593,29759200,"AAPL"
"460","2015-10-20",105.861801,48967800,"AAPL"
"461","2015-10-21",105.852493,41795200,"AAPL"
"462","2015-10-22",107.471558,41654100,"AAPL"
"463","2015-10-23",110.802673,59366900,"AAPL"
"464","2015-10-26",107.26683,66333800,"AAPL"
"465","2015-10-27",106.587563,69884400,"AAPL"
"466","2015-10-28",110.979469,85551400,"AAPL"
"467","2015-10-29",112.151901,51227300,"AAPL"
"468","2015-10-30",111.193504,49365300,"AAPL"
"469","2015-11-02",112.756714,32203300,"AAPL"
"470","2015-11-03",114.050095,45519000,"AAPL"
"471","2015-11-04",113.519714,44886100,"AAPL"
"472","2015-11-05",112.996407,39552700,"AAPL"
"473","2015-11-06",113.127228,33042300,"AAPL"
"474","2015-11-09",112.669365,33871400,"AAPL"
"475","2015-11-10",109.11834,59127900,"AAPL"
"476","2015-11-11",108.501602,45218000,"AAPL"
"477","2015-11-12",108.137138,32525600,"AAPL"
"478","2015-11-13",104.97863,45812400,"AAPL"
"479","2015-11-16",106.698074,38106700,"AAPL"
"480","2015-11-17",106.240173,27616900,"AAPL"
"481","2015-11-18",109.604263,46674700,"AAPL"
"482","2015-11-19",110.996635,43295800,"AAPL"
"483","2015-11-20",111.482559,34287100,"AAPL"
"484","2015-11-23",110.034142,32482500,"AAPL"
"485","2015-11-24",111.090088,42803200,"AAPL"
"486","2015-11-25",110.295761,21388300,"AAPL"
"487","2015-11-27",110.09021,13046400,"AAPL"
"488","2015-11-30",110.548103,39180300,"AAPL"
"489","2015-12-01",109.650993,34852400,"AAPL"
"490","2015-12-02",108.660454,33386600,"AAPL"
"491","2015-12-03",107.65123,41569500,"AAPL"
"492","2015-12-04",111.230263,57777000,"AAPL"
"493","2015-12-07",110.529411,32084200,"AAPL"
"494","2015-12-08",110.482658,34309500,"AAPL"
"495","2015-12-09",108.043701,46361400,"AAPL"
"496","2015-12-10",108.557663,29212700,"AAPL"
"497","2015-12-11",105.763588,46886200,"AAPL"
"498","2015-12-14",105.109451,64318700,"AAPL"
"499","2015-12-15",103.24987,53323100,"AAPL"
"500","2015-12-16",104.044151,56238500,"AAPL"
"501","2015-12-17",101.838814,44772800,"AAPL"
"502","2015-12-18",99.082115,96453300,"AAPL"
"503","2015-12-21",100.296921,47590600,"AAPL"
"504","2015-12-22",100.203491,32789400,"AAPL"
"505","2015-12-23",101.49305,32657400,"AAPL"
"506","2015-12-24",100.951057,13570400,"AAPL"
"507","2015-12-28",99.820358,26704200,"AAPL"
"508","2015-12-29",101.614525,30931200,"AAPL"
"509","2015-12-30",100.287575,25213800,"AAPL"
"510","2015-12-31",98.362572,40912300,"AAPL"
"511","2016-01-04",98.446655,67649400,"AAPL"
"512","2016-01-05",95.979675,55791000,"AAPL"
"513","2016-01-06",94.101387,68457400,"AAPL"
"514","2016-01-07",90.129868,81094400,"AAPL"
"515","2016-01-08",90.606438,70798000,"AAPL"
"516","2016-01-11",92.073563,49739400,"AAPL"
"517","2016-01-12",93.409874,49154200,"AAPL"
"518","2016-01-13",91.00827,62439600,"AAPL"
"519","2016-01-14",92.998695,63170100,"AAPL"
"520","2016-01-15",90.765305,79833900,"AAPL"
"521","2016-01-19",90.326103,53087700,"AAPL"
"522","2016-01-20",90.447578,72334400,"AAPL"
"523","2016-01-21",89.9897,52161500,"AAPL"
"524","2016-01-22",94.7742,65800500,"AAPL"
"525","2016-01-25",92.923958,51794500,"AAPL"
"526","2016-01-26",93.437889,75077000,"AAPL"
"527","2016-01-27",87.298416,133369700,"AAPL"
"528","2016-01-28",87.9245,55678800,"AAPL"
"529","2016-01-29",90.961533,64416500,"AAPL"
"530","2016-02-01",90.111168,40943500,"AAPL"
"531","2016-02-02",88.288963,37357200,"AAPL"
"532","2016-02-03",90.036423,45964300,"AAPL"
"533","2016-02-04",90.759865,46471700,"AAPL"
"534","2016-02-05",88.335838,46418100,"AAPL"
"535","2016-02-08",89.266014,54021400,"AAPL"
"536","2016-02-09",89.247223,44331200,"AAPL"
"537","2016-02-10",88.570732,42343600,"AAPL"
