TSM  predict price (2019)
36.14682
36.07107
36.0059
35.952522
35.910164
35.87659
35.848904
35.824547
35.8023
35.78168
35.761684
35.740845
35.71841
35.693462
35.66484
35.631306
35.591446
35.545944
35.496593
35.44608
35.396942
35.35083
35.30606
35.260387
35.211964
35.15916
35.101715
35.041245
34.98041
34.921085
34.864857
34.812466
34.764896
34.72374
34.689972
34.664165
34.6479
34.6434
34.65178
34.67181
34.70232
34.742306
34.79068
34.84668
34.90995
34.980743
35.058548
35.141895
35.229458
35.320354
35.41323
35.506466
35.59845
35.68816
35.77559
35.86113
35.945755
36.03068
36.116978
36.20517
36.294743
36.385067
36.475056
36.563328
36.648193
36.727814
36.800068
36.86361
36.91807
36.964134
37.002514
37.035007
37.063946
37.091526
37.11965
37.151184
37.188126
37.231007
37.27997
37.334457
37.393646
37.457245
37.525562
37.59882
37.677586
37.762592
37.854454
37.953594
38.05971
38.172127
38.289417
38.41033
38.53364
38.65857
38.78607
38.91869
39.058735
39.208042
39.367485
39.535774
39.70975
39.885323
40.05824
40.224655
40.38206
40.529312
40.665024
40.78802
40.897434
40.99234
41.07162
41.13237
41.172764
41.192158
41.190445
41.166843
41.119038
41.045727
40.946415
40.8208
40.669655
40.49424
40.296707
40.080475
39.85014
39.61135
39.370255
39.13168
38.89968
38.677933
38.470387
38.280926
38.11206
37.965073
37.838207
37.72804
37.63247
37.55035
37.48233
37.42961
37.394173
37.376404
37.375736
37.39145
37.421906
37.467663
37.52905
37.605263
37.69418
37.79217
37.89552
38.00201
38.110485
38.22066
38.33329
38.4492
38.568745
38.693626
38.826366
38.970043
39.12683
39.297794
39.48161
39.67526
39.87543
40.077724
40.276997
40.467438
40.643482
40.79849
40.928276
41.03082
41.10665
41.157383
41.18489
41.192448
41.182213
41.156483
41.118416
41.071728
41.02027
40.96834
40.91933
40.8743
40.8335
40.7967
40.763763
40.735348
40.712708
40.69604
40.68663
40.687183
40.69979
40.725857
40.76617
40.82086
40.889122
40.9702
41.062885
41.16614
41.278675
41.399097
41.524624
41.652195
41.778896
41.903202
42.026
42.147923
42.270397
42.39562
42.524647
42.658398
42.797585
42.94293
43.094593
43.252987
43.418423
43.591244
43.77185
43.960648
44.157204
44.35986
44.565678
44.771988
44.976994
45.178764
45.37625
45.56897
45.756767
45.939667
46.11808
46.292065
46.461845
46.628933
46.79504
46.961563
47.129276
47.29739
47.464046
47.626484
47.782566
47.930256
48.068703
48.19785
48.318417
48.431103
48.535988
48.63275
48.72193
48.804256
48.880733
48.95156
49.01648
49.074913
49.126667
