Predict stock price
35.22205
35.421257
35.5907
35.61451
35.424065
35.065926
34.658707
34.344616
34.257904
34.37355
34.49704
34.50284
34.459126
34.361603
34.19758
33.987503
33.736538
33.65106
33.76962
34.051685
34.35581
34.533882
34.315563
33.854908
33.388348
33.025776
32.876434
33.014355
33.37338
33.701454
33.90328
33.92983
33.898487
33.940487
34.013306
34.08479
34.268238
34.60615
34.921963
34.977802
34.90919
34.858707
34.867443
34.96497
35.15318
35.43392
35.6582
35.72085
35.703995
35.715984
35.71787
35.685734
35.634167
35.63001
35.74792
35.950092
36.211197
36.488117
36.721596
36.853508
36.832916
36.74804
36.637104
36.5201
36.394344
36.26206
36.095993
35.97812
35.97198
36.097744
36.24555
36.449768
36.702312
36.929802
37.09088
37.328964
37.5458
37.605675
37.5799
37.507343
37.445824
37.500195
37.708855
37.97761
38.278744
38.580242
38.848545
39.06248
39.17354
39.2095
39.164764
39.14273
39.175602
39.301403
39.676098
40.343983
41.033085
41.552658
41.815777
41.70709
41.291065
40.77465
40.346165
40.101025
40.126057
40.39152
40.606815
40.670715
40.60622
40.4222
40.141094
39.604767
39.090942
38.764706
38.5987
38.37864
37.897156
37.35383
36.87743
36.452496
36.12525
35.859653
35.660496
35.575245
35.628483
35.825283
36.113148
36.288277
36.318874
36.29485
36.368526
36.58395
36.797153
36.91989
36.740406
36.31598
36.007977
35.96844
36.29011
36.826077
37.45855
37.862747
37.980423
37.96582
37.86327
38.034367
38.387775
38.679054
38.749264
38.550873
38.262623
38.165634
38.32082
38.66777
39.140793
39.582935
39.85813
40.184208
40.65228
41.259747
41.78798
42.11153
42.06322
41.741886
41.425808
41.11853
40.800735
40.424175
40.044796
39.507866
39.11771
38.98995
39.174915
39.466854
39.63877
39.773415
39.685978
39.480556
39.36738
39.425194
39.617577
39.938595
40.208836
40.164917
39.92879
39.66142
39.50877
39.585735
39.877262
40.10094
40.37605
40.851345
41.311302
41.618847
41.777557
41.83602
41.80725
41.839184
41.91626
42.083244
42.267555
42.43408
42.37619
42.181023
41.980675
41.9969
42.446957
42.955276
43.444798
43.928833
44.158047
44.24471
44.302692
44.443016
44.595905
44.84679
45.156467
45.50063
45.860092
46.21619
46.405693
46.32833
46.004093
45.76171
45.81449
45.971256
46.25459
46.577625
46.849224
47.023224
47.16463
47.18715
47.201653
47.506363
47.938454
48.271835
48.39412
48.147125
47.68943
47.17539
46.947594
46.93035
47.196663
47.59792
48.002377
48.200367
48.068974
47.729668
47.58844
47.63076
47.80383
47.810753
47.652443
47.414215
47.302082
